iteration,continuity,ux,uy,uz,k,omega
33,0.006965373559523281,0.001276170025016051,0.0009400921980563246,0.0007115644267562815,2.568996871938858,0.2492612545811863
34,0.004777551767848208,0.0012723349058768876,0.0009349268446382794,0.000707851331913122,2.5545519922807443,0.24833472878898774
35,0.0036594295936898664,0.0012685053393887286,0.0009297854948393105,0.0007041542976281014,2.540185565363698,0.24741048205195684
36,0.0004764838081004777,0.0012646813432824417,0.0009246680637957427,0.0007004732738744599,2.525897196632805,0.24648851427034865
37,0.0006183739113473528,0.00126086293513311,0.0009195744667650606,0.0006968082106538917,2.5116864932879577,0.24556882530867427
38,0.002882163531278967,0.001257050132342024,0.0009145046191137605,0.0006931590579874216,2.497553064277462,0.24465141499231763
39,0.002126171398943457,0.0012532429521452126,0.0009094584363246501,0.0006895257659210057,2.4834965202917103,0.24373628310932718
40,0.0002586882861452209,0.001249441411626393,0.0009044358340072398,0.0006859082845334913,2.46951647375677,0.2428234294130604
41,0.005280844152163532,0.0012456455276991956,0.0008994367278857995,0.0006823065639276428,2.4556125388280035,0.24191285361884893
42,0.00635717886443893,0.0012418553171174708,0.0008944610338078213,0.0006787205542366394,2.4417843313838112,0.24100455540612903
43,0.007428460184306326,0.0012380707964714866,0.000889508667742227,0.0006751502056227982,2.4280314690192206,0.2400985344178265
44,0.0026483933332857087,0.0012342919821941884,0.0008845795457848126,0.0006715954682817913,2.414353571039683,0.23919479026169474
45,0.007430820446612924,0.0012305188905631626,0.000879673584160548,0.0006680562924444792,2.400750258454667,0.23829332251081503
46,0.0013257175660785915,0.0012267515376808687,0.0008747906992103464,0.0006645326283669518,2.3872211539714745,0.23739413069988993
47,0.0010401337508424819,0.0012229899395087046,0.0008699308074163279,0.0006610244263498024,2.373765881988994,0.2364972143319628
48,0.0029596208904536336,0.00121923411184707,0.0008650938253883935,0.0006575316367280257,2.360384068591337,0.23560257287467326
49,0.007497999944393534,0.001215484070323018,0.0008602796698563721,0.0006540542098651373,2.347075341541752,0.2347102057579948
50,0.0036059631256974826,0.0012117398304279817,0.0008554882576976407,0.0006505920961742604,2.333839330276379,0.23382011238164457
51,0.01153460457579932,0.0012080014074896085,0.0008507195059179329,0.0006471452461036368,2.3206756658979546,0.23293229210975583
52,0.014649743110905368,0.001204268816672983,0.0008459733316530788,0.0006437136101380418,2.307583981169782,0.23204674427123687
53,0.002543092192684717,0.0012005420729973948,0.0008412496521816165,0.0006402971388084755,2.2945639105094657,0.2311634681631212
54,0.006363032829819201,0.0011968211913228552,0.000836548384916073,0.0006368957826856289,2.2816150899828074,0.23028246304808356
55,0.003583513803504576,0.001193106186361239,0.0008318694474115443,0.0006335094923865179,2.2687371572976653,0.22940372815670101
56,0.0010972844824417933,0.0011893970726665267,0.0008272127573596184,0.0006301382185699565,2.255929751797811,0.22852726268568951
57,0.005021702027444569,0.0011856938646398435,0.000822578232592652,0.0006267819119399173,2.243192514456889,0.2276530657989889
58,0.0017557672202304874,0.0011819965765326374,0.0008179657910867015,0.0006234405232478688,2.2305250878722753,0.22678113662848656
59,0.0007797985610503406,0.0011783052224480272,0.0008133753509631459,0.0006201140032941201,2.2179271162590504,0.22591147427438768
60,0.0022461536963382187,0.0011746198163357794,0.0008088068304859021,0.0006168023029258067,2.2053982454438894,0.225044077804363
61,0.0027926486311339784,0.0011709403719920419,0.0008042601480619499,0.0006135053730373964,2.1929381228590987,0.22417894625361137
62,0.001386591064456387,0.0011672669030721125,0.0007997352222507811,0.0006102231645780077,2.180546397536542,0.22331607862741631
63,0.007861789785283537,0.0011635994230737873,0.0007952319717536032,0.0006069556285432854,2.168222720101635,0.2224554738980671
64,0.0036681178458908173,0.0011599379453528132,0.0007907503154245911,0.0006037027159840969,2.1559667427674087,0.22159713100792638
65,0.004997695562450168,0.0011562824831175223,0.0007862901722678154,0.0006004643780043047,2.1437781193284433,0.22074104886851087
66,0.006637568223466131,0.001152633049423477,0.0007818514614342247,0.0005972405657585756,2.131656505155,0.21988722635957816
67,0.0011813356896917522,0.0011489896571901268,0.0007774341022335691,0.0005940312304616019,2.119601557187023,0.21903566233241392
68,0.007032776259402058,0.0011453523191804402,0.0007730380141211543,0.0005908363233781039,2.1076129339282037,0.21818635560605187
69,0.0031424927192989656,0.0011417210480186308,0.0007686631167104442,0.000587655795832573,2.095690295440144,0.21733930497076218
70,0.002617028897339123,0.0011380958561863245,0.0007643093297709958,0.0005844895992078175,2.0838333033363448,0.21649450918742374
71,0.004772133474508627,0.0011344767560125426,0.000759976573222283,0.0005813376849403601,2.0720416207764276,0.21565196698572414
72,0.0006318918921104759,0.001130863759691795,0.000755664767146398,0.000578200004530271,2.060314912460221,0.21481167706770699
73,0.0012306755518370139,0.0011272568792753779,0.000751373831782702,0.0005750765095372028,2.048652844621906,0.2139736381062182
74,0.0027683423746104278,0.0011236561266660635,0.0007471036875248109,0.0005719671515782064,2.037055085024189,0.21313784874400224
75,0.0035943046165865006,0.0011200615136309012,0.0007428542549296391,0.0005688718823347771,2.0255213029525163,0.21230430759623578
76,0.003757707358186758,0.0011164730517965638,0.0007386254547147598,0.0005657906535509622,2.014051169209203,0.2114730132497445
77,0.002772838026327778,0.0011128907526430911,0.0007344172077547486,0.0005627234170306868,2.002644356107709,0.21064396426191975
78,0.010567346481555984,0.0011093146275195141,0.0007302294350919827,0.0005596701246461543,1.9913005374668444,0.20981715916377924
79,0.0016358112923594297,0.0011057446876313163,0.0007260620579287883,0.000556630728331961,1.9800193886049828,0.20899259645769122
80,0.00702747049432987,0.0011021809440432244,0.0007219149976297435,0.0005536051800869899,1.968800586334376,0.20817027461800433
81,0.00599923492707431,0.0010986234076888301,0.0007177881757284121,0.0005505934319797043,1.9576438089553878,0.2073501920929643
82,0.00395025102515937,0.0010950720893548496,0.000713681513917444,0.0005475954361406896,1.9465487362507852,0.20653234730183856
83,0.0008857701014202225,0.001091526999699115,0.0007095949340607545,0.0005446111447721273,1.9355150494800983,0.20571673863841214
84,0.0016542412435855702,0.001087988149246089,0.0007055283581909446,0.0005416405101459529,1.9245424313738415,0.204903364470234
85,0.0030954588462121565,0.0010844555483714884,0.0007014817084997133,0.0005386834845966315,1.9136305661279343,0.2040922231358184
86,0.002494994565060278,0.001080929207329557,0.0006974549073559325,0.0005357400205351671,1.9027791393980458,0.20328331294987861
87,0.0007906711471672565,0.0010774091362358946,0.0006934478772948445,0.0005328100704409509,1.8919878382938906,0.20247663220018663
88,0.0035281730507454663,0.0010738953450674241,0.0006894605410184246,0.0005298935868621715,1.8812563513737093,0.20167217914766433
89,0.0023541076713016564,0.0010703878436715813,0.000685492821401641,0.0005269905224207653,1.8705843686385972,0.2008699520282055
90,0.0002289626852836775,0.0010668866417693457,0.0006815446414946884,0.0005241008298142748,1.8599715815269664,0.2000699490533358
91,0.0050598194895093,0.0010633917489402528,0.0006776159245137027,0.0005212244618088516,1.8494176829088902,0.19927216840749232
92,0.00011220100915830776,0.0010599031746329362,0.0006737065938478417,0.0005183613712448385,1.8389223670806873,0.19847660825009705
93,0.0035888362706122823,0.001056420928173542,0.0006698165730649104,0.0005155115110412416,1.82848532975924,0.19768326671722258
94,0.006494989584656452,0.0010529450187504973,0.0006659457859019435,0.0005126748341886295,1.8181062680765618,0.19689214191882967
95,0.002888602263504154,0.0010494754554218918,0.0006620941562701949,0.0005098512937531135,1.807784880574238,0.19610323194024232
96,0.0023907828318737953,0.001046012247120545,0.0006582616082585943,0.0005070408428791539,1.7975208671979865,0.19531653484318423
97,0.011386894417461869,0.0010425554026534446,0.0006544480661336161,0.0005042434347896083,1.7873139292921023,0.1945320486657612
98,0.00047569916925628016,0.0010391049306900423,0.0006506534543321725,0.0005014590227804014,1.7771637695940543,0.19374977142036562
99,0.0077753524972667895,0.0010356608397797062,0.0006468776974728212,0.0004986875602293048,1.7670700922290332,0.19296970109702333
100,0.005243106769696238,0.0010322231383467764,0.0006431207203528496,0.0004959290005938434,1.7570326027044794,0.1921918356625558
101,0.0029700631171483,0.001028791834680888,0.0006393824479424602,0.000493183297406958,1.7470510079046964,0.19141617305886569
102,0.008114197048917629,0.0010253669369476258,0.0006356628053916442,0.0004904504042824529,1.7371250160854643,0.19064271120500995
103,0.0026666952943595625,0.0010219484531958614,0.000631961718034898,0.0004877302749187873,1.727254336868628,0.1898714479986484
104,0.007434431540506049,0.0010185363913433664,0.0006282791113824691,0.0004850228630924729,1.717438681236704,0.18910238131345217
105,0.009398994695196188,0.0010151307591801928,0.0006246149111226601,0.0004823281226600005,1.7076777615275813,0.18833550899982057
106,0.0019535507368084863,0.0010117315643838193,0.0006209690431313177,0.000479646007565319,1.697971291429145,0.1875708288877758
107,0.010592380335168298,0.001008338814498797,0.0006173414334594452,0.0004769764718304239,1.6883189859739223,0.18680833878326872
108,0.00391416221709418,0.001004952516948475,0.0006137320083405852,0.0004743194695612105,1.678720561533858,0.18604803647043988
109,0.0038111241370064057,0.0010015726790388072,0.000610140694193269,0.0004716749549495213,1.6691757358149266,0.18528991971240538
110,0.003176604258948229,0.000998199307950996,0.0006065674176166401,0.0004690428822699204,1.6596842278519186,0.18453398624997672
111,0.0023593464344506287,0.0009948324107474469,0.0006030121053942113,0.0004664232058827516,1.6502457580031291,0.18378023380284444
112,0.0010250457323913039,0.0009914719943696505,0.00059947468449268,0.0004638158802333798,1.6408600479451425,0.18302866006926732
113,0.0028849253232102225,0.0009881180656396433,0.000595955082062918,0.0004612208598531126,1.631526820667569,0.18227926272642303
114,0.010935472903306214,0.0009847706312568847,0.0005924532254381848,0.0004586380993579747,1.622245800467851,0.18153203942991228
115,0.00022358257167982834,0.0009814296978081446,0.000588969042140173,0.0004560675534535445,1.6130167129460533,0.1807869878156621
116,0.01215443981477323,0.0009780952717575418,0.0005855024598730791,0.0004535091769305238,1.6038392849996468,0.1800441054981674
117,0.005227778610299355,0.0009747673594531349,0.0005820534065276414,0.0004509629246680219,1.5947132448183852,0.17930339007178497
118,0.010206469286677084,0.0009714459671280969,0.0005786218101818905,0.000448428751634298,1.5856383218790888,0.17856483911102652
119,0.0005815860790189048,0.0009681311008968228,0.0005752075990988728,0.00044590661288515797,1.5766142469405455,0.17782845016991966
120,0.0004123283064944021,0.0009648227667582798,0.0005718107017286993,0.00044339646356570105,1.56764075203835,0.17709422078270157
121,0.0019223092010500827,0.0009615209705935747,0.0005684310467071393,0.00044089825890939187,1.5587175704798188,0.17636214846344886
122,0.0006224500436727627,0.0009582257181739899,0.0005650685628604068,0.0004384119542419328,1.5498444368388762,0.17563223070762832
123,0.005230160075199462,0.0009549370151561571,0.0005617231792023051,0.000435937504979214,1.5410210869509593,0.17490446499128476
124,0.006329242952165874,0.0009516548670752942,0.0005583948249302744,0.00043347486662440753,1.5322472579079598,0.17417884876987855
125,0.005784380531849939,0.0009483792793645117,0.0005550834294367527,0.000431023994776947,1.5235226880532033,0.17345537948189635
126,0.012901472935836374,0.0009451102573394076,0.0005517889223000978,0.00042858484512564777,1.514847116976316,0.1727340545461017
127,0.001645364631698467,0.0009418478061953642,0.000548511233283039,0.00042615737344766464,1.5062202855083198,0.17201487136111845
128,0.005596273653886549,0.0009385919310294721,0.0005452502923454532,0.0004237415356185804,1.49764193571655,0.17129782730950974
129,0.0006505099770491634,0.0009353426368223807,0.000542006029633727,0.00042133728760430944,1.4891118108996604,0.17058291975453196
130,0.0024861764463587174,0.0009320999284396119,0.000538778375481521,0.00041894458546185535,1.480629655582673,0.16987014604044942
131,0.005633808173019635,0.0009288638106447713,0.0005355672604173821,0.00041656338534539297,1.4721952155120106,0.16915950349501463
132,0.004922500851423388,0.0009256342880884041,0.0005323726151582274,0.0004141936435013719,1.4638082376505053,0.168450989427506
133,0.005873237928109262,0.0009224113653047943,0.0005291943706074801,0.0004118353162672293,1.4554684701725236,0.16774460112821826
134,0.0014194025282201134,0.000919195046734415,0.0005260324578679079,0.0004094883600815475,1.4471756624590277,0.16704033587261724
135,0.0005287381372457699,0.0009159853366982925,0.0005228868082268163,0.00040715273147269983,1.438929565092609,0.16633819091674393
136,0.002319797698366127,0.0009127822394122609,0.0005197573531641721,0.00040482838706534097,1.4307299298527199,0.16563816349987795
137,0.008193207426229181,0.0009095857589896455,0.000516644024354031,0.00040251528358168666,1.4225765097106648,0.1649402508450909
138,0.0038792417554098205,0.0009063958994328324,0.0005135467536596404,0.00040021337783786984,1.4144690588248485,0.16424445015778416
139,0.0002834214642185224,0.0009032126646399156,0.0005104654731371332,0.0003979226267469869,1.406407332535845,0.16355075862696256
140,0.0024899381334174105,0.0009000360584011167,0.000507400115033397,0.00039564298731760585,1.398391087361643,0.1628591734246527
141,0.0024986585428164506,0.0008968660844092252,0.000504350611791854,0.0003933744166584429,1.3904200809927652,0.1621696917078588
142,0.0046614019594525165,0.0008937027462450786,0.0005013168960441494,0.00039111687197205327,1.382494072287489,0.16148231061600055
143,0.004705872208971331,0.0008905460473858024,0.0004982989006146945,0.00038887031055854165,1.374612821267078,0.16079702727247117
144,0.0017138664041516211,0.0008873959912101968,0.0004952965585235444,0.0003866346898179803,1.366776089110991,0.16011383878567434
145,0.004017968420260601,0.00088425258099149,0.000492309802982195,0.00038440996724730113,1.358983638152113,0.1594327422477793
146,0.004773997700543744,0.0008811158199002481,0.0004893385673950783,0.0003821961004416333,1.3512352318720378,0.15875373473531085
147,0.00023196810369844226,0.0008779857110067302,0.00048638278536072355,0.00037999304709538235,1.3435306348963145,0.1580768133096372
148,0.0010602651870871601,0.0008748622572790663,0.00048344239067058773,0.00037780076500148894,1.3358696129897494,0.15740197501670458
149,0.0003230434458985556,0.0008717454615800941,0.0004805173173071592,0.0003756192120501189,1.3282519330516955,0.15672921688653166
150,0.006656035524291561,0.0008686353266797346,0.0004776074994506299,0.00037344834623404964,1.3206773631113993,0.15605853593549845
151,0.002257498268896898,0.000865531855248055,0.000474712871474869,0.00037128812564569903,1.3131456723232597,0.1553899291651576
152,0.002466755722076348,0.0008624350498472316,0.0004718333679428512,0.0003691385084737216,1.305656630962243,0.15472339356085413
153,0.004215795113494454,0.000859344912948398,0.00046896892361572844,0.0003669994530102762,1.2982100104192136,0.1540589260948123
154,0.003987990527818859,0.0008562614469218284,0.00046611947344724547,0.00036487091764683335,1.2908055831962926,0.1533965237244325
155,0.0042300815091239116,0.0008531846540411276,0.00046328495258584035,0.0003627528608759914,1.283443122902274,0.1527361833931029
156,0.004489791946399436,0.0008501145364813126,0.0004604652963733988,0.00036064524129067726,1.27612240424799,0.15207790202991534
157,0.0039013798147246093,0.0008470510963184961,0.00045766044034488835,0.00035854801758403236,1.2688432030417676,0.15142167654966845
158,0.0017527901981393799,0.0008439943355367902,0.0004548703202318835,0.0003564611485523491,1.2616052961848316,0.15076750385416116
159,0.0020810538919206344,0.0008409442560229789,0.00045209487195945814,0.00035438459309281256,1.2544084616667526,0.15011538083129666
160,0.00272628109206723,0.0008379008595659936,0.00044933403164569455,0.00035231831020328896,1.2472524785609085,0.14946530435504832
161,0.0014320309114597052,0.0008348641478601935,0.00044658773560322956,0.00035026225898371317,1.24013712701997,0.1488172712861028
162,0.0040761449610684985,0.0008318341225129277,0.00044385592034305713,0.00034821639863924714,1.2330621882713735,0.14817127847326425
163,0.004427574479275383,0.0008288107850271676,0.0004411385225650002,0.00034618068847298264,1.2260274446127983,0.1475273227504141
164,0.0008692998449177671,0.0008257941368168927,0.00043843547916570834,0.0003441550878923892,1.2190326794077624,0.14688540093931113
165,0.0034012034968950297,0.0008227841792043461,0.0004357467272369298,0.00034213955640813575,1.2120776770810489,0.14624550984915602
166,0.007923008951774557,0.000819780913417342,0.00043307220406383024,0.0003401340536329473,1.2051622231143482,0.14560764627616773
167,0.002752542985292155,0.000816784340594137,0.00043041184712731817,0.0003381385392836067,1.1982861040417299,0.14497180700450407
168,0.005743591588547089,0.0008137944617771631,0.0004277655941004741,0.0003361529731783271,1.191449107445288,0.14433798880520307
169,0.004740954141613809,0.0008108112779228382,0.0004251333828534584,0.0003341773152407832,1.1846510219506796,0.1437061884379782
170,0.004016130675174524,0.0008078347898919513,0.00042251515144818005,0.00033221152549610004,1.1778916372227475,0.14307640264956611
171,0.008480453025780212,0.0008048649984592909,0.0004199108381430789,0.0003302555640747875,1.171170743961139,0.14244862817548679
172,0.0032221360452488962,0.0008019019043098729,0.0004173203813908574,0.00032830939121113547,1.1644881338959114,0.14182286173942651
173,0.0016865956188192534,0.0007989455080322577,0.0004147437198347292,0.0003263729672404391,1.1578435997832,0.14119910005210937
174,0.000593974473504261,0.0007959958101388005,0.00041218079231866435,0.00032444625260723644,1.1512369354008873,0.14057733981492973
175,0.006276227603175081,0.0007930528110461017,0.00040963153787691904,0.0003225292078572485,1.1446679355442007,0.13995757771654574
176,0.0034127343927519865,0.0007901165110785579,0.00040709589573561747,0.000320621793638799,1.1381363960215085,0.13933981043356158
177,0.0020552739248860703,0.0007871869104815723,0.00040457380531926877,0.0003187239707081232,1.1316421136499308,0.1387240346329086
178,0.0006061986175204596,0.0007842640094107071,0.00040206520624484776,0.0003168356999248857,1.125184886251101,0.13811024696998023
179,0.0002035089574776586,0.0007813478079368094,0.0003995700383241262,0.0003149569422541945,1.118764512646859,0.1374984440895857
180,0.004838093292781642,0.0007784383060390376,0.0003970882415597917,0.0003130876587637194,1.1123807926550189,0.13688862262477197
181,0.0021517272305677055,0.0007755355036175431,0.0003946197561516199,0.0003112278106287347,1.1060335270851265,0.13628077919910506
182,0.005456096709311153,0.0007726394004842922,0.00039216452249145355,0.0003093773591283397,1.099722517734193,0.1356749104251027
183,0.01048477435354391,0.00076974999636695,0.0003897224811648637,0.0003075362656469458,1.09344756738253,0.13507101290496626
184,0.0020347051828397992,0.0007668672909104749,0.00038729357295162384,0.00030570449167482955,1.0872084797894925,0.13446908323090798
185,0.010546239375764894,0.0007639912836744381,0.0003848777388240178,0.0003038819988069748,1.0810050596893361,0.1338691179847278
186,0.0061623980419381955,0.0007611219741347023,0.0003824749199473571,0.0003020687487436589,1.0748371127870038,0.13327111373815534
187,0.010413361082031076,0.0007582593616869648,0.0003800850576814192,0.00030026470329176696,1.0687044457540031,0.13267506705351706
188,0.00024617273844497684,0.0007554034456449926,0.0003777080935792043,0.0002984698243639891,1.0626068662242076,0.1320809744834722
189,0.009428230976082948,0.000752554225234169,0.0003753439693833664,0.00029668407397617785,1.0565441827897701,0.13148883256993077
190,0.0007524963621375142,0.000749711699607352,0.0003729926270337917,0.0002949074142535144,1.0505162049969858,0.13089863784687222
191,0.0008400161425375816,0.0007468758678322255,0.0003706540086609102,0.00029313980742540316,1.0445227433421589,0.13031038683817792
192,0.0008076619878843734,0.0007440467288920888,0.0003683280565857542,0.00029138121582569294,1.038563609267555,0.12972407605781625
193,0.007766649897811344,0.0007412242816987265,0.0003660147133259749,0.0002896316018976147,1.0326386151572957,0.12913970201213174
194,0.002414729734835239,0.0007384085250794908,0.0003637139215890601,0.0002878909281885963,1.0267475743332757,0.12855726119763455
195,0.0027410611110386352,0.0007355994577783461,0.0003614256242725084,0.00028615915735057573,1.0208903010511494,0.127976750101229
196,0.0022957495385364807,0.0007327970784680653,0.0003591497644694589,0.0002844362521446363,1.015066610496274,0.12739816520237954
197,0.001300170816943668,0.0007300013857429996,0.0003568862854647348,0.0002827221754380541,1.009276318779665,0.1268215029718931
198,0.0015683688726863178,0.000727212378112293,0.0003546351307311553,0.0002810168902015542,1.0035192429340034,0.1262467598707835
199,0.004159235324316437,0.000724430054010636,0.0003523962439344291,0.00027932035951336374,0.997795200909654,0.12567393235218374
200,0.0002436485324158587,0.0007216544118019457,0.00035016956893453555,0.0002776325465604866,0.9921040115706479,0.1251030168620238
201,0.0021521471565990433,0.0007188854497669847,0.0003479550497793059,0.00027595341463379437,0.9864454946907142,0.1245340098369234
202,0.004246406983016968,0.0007161231661093375,0.00034575263070695645,0.0002742829271302108,0.9808194709493505,0.12396690770527181
203,0.0027893216987333555,0.0007133675589637784,0.00034356225614972963,0.0002726210475557785,0.9752257619278526,0.12340170688871645
204,0.0019056724094641195,0.0007106186263834902,0.00034138387072731453,0.000270967739520618,0.9696641901053777,0.12283840379998971
205,0.0016065008281806788,0.0007078763663496332,0.0003392174192510689,0.0002693229667424551,0.96413457885506,0.12227699484460582
206,0.0046187406559417225,0.0007051407767685558,0.00033706284672226533,0.00026768669304540676,0.9586367524400592,0.12171747642041683
207,0.0018315749807739437,0.000702411855471331,0.0003349200983314658,0.00026605888235966245,0.953170536009718,0.12115984491757266
208,0.0002816951099404064,0.0006996896002175977,0.00033278911945994606,0.0002644394987227932,0.9477357555956402,0.12060409671922248
209,0.0017380355986598554,0.0006969740086913979,0.0003306698556772965,0.0002628285062780228,0.9423322381078596,0.12005022820083512
210,0.0023002845425570107,0.0006942650785076333,0.00032856225274407585,0.00026122586927651526,0.9369598113309661,0.11949823573135003
211,0.003501450449415952,0.000691562807205718,0.0003264662566083769,0.00025963155207482186,0.9316183039202721,0.11894811567212123
212,0.0022332085798881904,0.0006888671922527977,0.0003243818134069399,0.00025804551913594326,0.9263075453979964,0.11839986437751
213,0.001076181538602121,0.0006861782310489739,0.00032230886946718563,0.0002564677350311246,0.9210273661494455,0.11785347819581952
214,0.0014407780916685137,0.0006834959209182279,0.0003202473713025113,0.0002548981644362906,0.9157775974191998,0.11730895346777141
215,0.0011830622058889746,0.000680820259114823,0.00031819726561488413,0.00025333677213428517,0.9105580713073657,0.11676628652764313
216,0.006839270874237481,0.0006781512428260104,0.0003161584992956663,0.00025178352301570626,0.9053686207657599,0.11622547370376747
217,0.0009457094958259395,0.0006754888691662129,0.00031413101942245864,0.00025023838207656967,0.9002090795941778,0.11568651131757009
218,0.009184463562481392,0.0006728331351828079,0.00031211477326136466,0.0002487013144202889,0.8950792824366325,0.11514939568459667
219,0.00015266258407867981,0.0006701840378516044,0.00031010970826444626,0.0002471722852558249,0.8899790647776233,0.11461412311377302
220,0.004202135400338991,0.0006675415740793889,0.00030811577207047296,0.000245651259898459,0.8849082629384253,0.11408068990787648
221,0.0007052568286789459,0.0006649057407087376,0.00030613291250669757,0.00024413820377138515,0.8798667140733721,0.11354909236439253
222,0.008961404736189515,0.0006622765345130963,0.0003041610775861285,0.0002426330824037124,0.8748542561661519,0.11301932677470691
223,0.0013454387520674283,0.0006596539521942979,0.00030220021550595333,0.0002411358614293827,0.8698707280261411,0.1124913894237168
224,0.00783878931945815,0.0006570379903925979,0.00030025027465169907,0.0002396465065906656,0.8649159692847386,0.11196527659157697
225,0.0008886097540367027,0.0006544286456809578,0.0002983112035941449,0.00023816498373587164,0.8599898203916805,0.11144098455275647
226,0.0020918810401073075,0.0006518259145609466,0.00029638295108700807,0.00023669125881768037,0.8550921226114294,0.1109185095753741
227,0.004240754794690596,0.0006492297934756635,0.0002944654660723796,0.00023522529789765542,0.8502227180195349,0.11039784792343187
228,0.006544764920537426,0.000646640278798951,0.00029255869767534463,0.00023376706714212502,0.8453814494989904,0.10987899585500967
229,0.003397502404458894,0.0006440573668385315,0.00029066259520496026,0.00023231653282313697,0.8405681607366708,0.10936194962283204
230,0.002655079336437942,0.0006414810538414547,0.0002887771081562523,0.0002308736613202299,0.8357826962197027,0.10884670547522488
231,0.0011791618694216085,0.0006389113359882698,0.0002869021862071125,0.00022943841911812898,0.8310249012319041,0.10833325965515608
232,0.0035032305710767796,0.0006363482093934244,0.0002850377792180248,0.00022801077280670045,0.8262946218502079,0.10782160840033546
233,0.007804366967100491,0.00063379167011188,0.00028318383723456656,0.0002265906890831268,0.8215917049411271,0.107311747944367
234,0.0024521020187268615,0.0006312417141372598,0.0002813403104860911,0.00022517813475102921,0.8169159981571759,0.1068036745164632
235,1.5418274987379015e-05,0.0006286983373943006,0.00027950714938189283,0.00022377307671757159,0.8122673499333705,0.10629738434019816
236,0.00043974638904457425,0.0006261615357485249,0.0002776843045150572,0.00022237548199671579,0.8076456094837094,0.10579287363517487
237,0.006912365840840476,0.0006236313050065588,0.0002758717266621103,0.00022098531770911605,0.8030506267976588,0.10529013861710675
