iteration,probe1_u,probe2_u,probe1_p
45,32.11548138911712,28.083189677782002,101316.50946153526
46,32.13563221422289,28.121156993908915,101313.65286509722
47,32.10503274487277,28.097846986081223,101311.06955658762
48,32.12979251635761,28.096771388821725,101312.41991460354
49,32.137846884404574,28.08952206443894,101314.9287947999
50,32.145844796420214,28.09831427651822,101316.65759574456
51,32.11809603423285,28.110850800893726,101311.27275165569
52,32.114830634590504,28.076152401523615,101310.95723404935
53,32.100161342200536,28.079486573206992,101316.70757683818
54,32.100012043393995,28.085735936550492,101314.60818854418
55,32.110860384238066,28.064062180487433,101312.8426112789
56,32.12158912290609,28.07377110262024,101315.06693697347
57,32.131376780264574,28.079815954183427,101310.42998938024
58,32.095916094299476,28.106019650660865,101314.50598121434
59,32.14071922832609,28.092981905752563,101315.10866048308
60,32.10433985519795,28.09080854004507,101316.11806282867
61,32.10824282792793,28.103167948610455,101313.32427487682
62,32.09264465393598,28.082622921031355,101315.08585703133
63,32.058033554995916,28.09240707668014,101313.68015698508
64,32.12313939273583,28.081767759105325,101315.56111104347
65,32.11914603329405,28.088380783962606,101313.94354481151
66,32.097743715755975,28.07066657226187,101314.78174271947
67,32.103681529901806,28.032800414184955,101314.00631461797
68,32.111642182827204,28.078152927970343,101316.58171295791
69,32.06906429667548,28.10856190871436,101316.99649626776
70,32.08873600721135,28.09790630926984,101315.45955266435
71,32.11421413308463,28.09797156669063,101315.9703700418
72,32.07226466272861,28.102674348378876,101313.8405335957
73,32.102252956661374,28.079019445042352,101315.6632039483
74,32.068291147011735,28.080493550686754,101316.13561299091
75,32.10380191019687,28.063501468206933,101320.2392254664
76,32.09282045575603,28.068846587582684,101314.73612811156
77,32.06029997734414,28.086803218564135,101318.69532609291
78,32.114975989350185,28.097891391236132,101318.08828047002
79,32.076077127520506,28.07035678425119,101317.10684107874
80,32.073660744083156,28.063479976881446,101319.41568491615
81,32.09298299718921,28.071838364204094,101317.4267650141
82,32.11105907788977,28.08320191907715,101317.542194328
83,32.06689342088474,28.041656549349515,101316.96763049078
84,32.08757570168278,28.023971717450117,101318.97053890624
85,32.094059316396354,28.05825206687758,101318.86679257093
86,32.09849452860881,28.04422174694177,101316.36951568071
87,32.08731914095507,28.057852055535133,101315.41415407632
88,32.07561602555465,28.064443738241234,101317.17260802598
89,32.06557934613749,28.05772443179876,101316.36014648409
90,32.08303680960904,28.095234325853415,101317.54712431465
91,32.059062064567016,28.07212091551115,101319.57986687083
92,32.021276798547014,28.071001972836005,101317.11815736172
93,32.087641938157475,28.07684846526614,101317.81938655728
94,32.096204263893426,28.04104481947907,101318.0492889421
95,32.03008955598006,28.084026151571457,101319.31266550747
96,32.05638396310082,28.06115629088661,101314.74659026171
97,32.08819969284078,28.075514029261225,101317.2829291279
98,32.116212129164516,28.040105245186467,101318.58512003429
99,32.07473121235792,28.02991027364077,101320.14269676067
100,32.0590158294097,28.07679134138987,101317.67828657258
101,32.06918586709221,28.067414832562115,101315.67406027202
102,32.09961651641758,28.041303654107157,101319.49040173819
103,32.05848210853134,28.041414371276172,101317.67894125728
104,32.05470709625875,28.080784136465738,101316.91784894039
105,32.06033267937859,28.033959826981178,101317.83541743715
106,32.050224589900836,28.09007892056493,101318.56396517316
107,32.07105510980364,28.0386951728777,101318.00169349212
108,32.100412674298376,28.068962238763433,101315.66776667611
109,32.073704884203664,28.049113487614186,101320.38827663285
110,32.061527146697095,28.067245664797362,101321.02081599573
111,32.06007556683673,28.04380025570033,101320.15088516433
112,32.03399214275068,28.05093181643702,101317.53145309947
113,32.08226884682739,28.05451567523329,101318.99941236433
114,32.062407060423006,28.03316759759992,101319.35483224526
115,32.059717755604,28.06754628627637,101320.32507462152
116,32.12655938753342,28.04198833855563,101320.4909745431
117,32.06804844642041,28.047207740522605,101318.44810344116
118,32.04641992671832,28.031424159628312,101319.7325848783
119,32.052317100889226,27.999600122855526,101320.35507406559
120,32.083207756566374,28.046566091933872,101321.91179072091
121,32.06190486409673,28.09818297098697,101320.84306996262
122,32.03028047381846,28.06517089021097,101321.02750442708
123,32.07684309422768,28.048645827942167,101320.02663202137
124,32.04451396187703,28.043329502216146,101322.07292395475
125,32.09476691489639,28.048596935428552,101320.62760001839
126,32.07833176661425,28.058654277817173,101318.77642885591
127,32.047219886442505,28.023663860307863,101322.22761168542
128,32.081227787325346,28.069138679082354,101321.22330548841
129,32.0564112668285,28.060735872185784,101319.56518289122
130,32.071561832109246,28.06037179815064,101319.56321888919
131,32.06365866762283,28.05436123851935,101320.77944865683
132,32.03649992729335,28.04557146494071,101321.0809135478
133,32.04002445561362,28.0582274983881,101320.73305615048
134,32.07296835006768,28.056201398273625,101320.95449883473
135,32.04515254548705,28.03688280987374,101323.08733285891
136,32.04325918612587,28.032093730510777,101322.1940215535
137,32.03171894032357,28.045208634251427,101320.92142538357
138,32.058787691923825,28.07376122167139,101322.09566420318
139,32.0910655593112,28.017611523052903,101319.18260592985
140,32.02796873450323,28.0126595088082,101321.37544881909
141,32.049313045764144,28.04492505243115,101323.53916305679
142,32.076587214487716,28.042270851632686,101320.54426456486
143,32.046268956623834,28.04434660224251,101319.6455026736
144,32.056432987661424,28.04538888278938,101319.98393630722
145,32.02566618705582,28.035679171556588,101319.37223764263
146,32.055013396890104,28.06957720088346,101319.87366888834
147,32.04224221173725,28.007401855624362,101320.5386865954
148,32.06524213759036,28.022493255649078,101319.0292530355
149,32.06882225213918,28.036644590278048,101321.2037090422
150,32.09641730487006,28.00549559776388,101322.57590370392
151,32.05577465905615,28.03449514462229,101319.90259371069
152,32.05025830372209,28.070897636277934,101323.58443269288
153,32.04719481949475,28.037745076080274,101322.11251765174
154,32.03581289442918,28.041603562705614,101322.93257203385
155,32.049219271634584,28.011451504572882,101320.43987487024
156,32.03611918603737,28.023995856343806,101322.74789892547
157,32.044978255996796,28.028490443454864,101319.86725833107
158,32.067546970353135,28.02931433044486,101322.87914706345
159,32.020654271041245,28.060978717439863,101321.83972475366
160,32.063176874821515,28.04617979307814,101322.44961052186
161,32.06631982416182,28.012479837777104,101319.89369241023
162,32.0372183692769,28.039324986068582,101320.35141747215
163,31.99674881684521,28.04404806162649,101322.62639433026
164,32.02663956871629,28.05657816043164,101320.34415612412
165,32.06434987265537,28.065080337753635,101322.49721451655
166,32.037570434774324,28.012864750642173,101319.7870305478
167,32.017663368481855,28.016649335774034,101323.14494034873
168,32.02717929678332,28.00741749659668,101320.05844973685
169,32.05371630532869,28.02759391604544,101322.769858468
170,32.04747137617457,28.041309407486096,101322.91365120666
171,32.03139451654003,28.051439500277077,101320.96346988791
172,32.028476741346005,28.029886978679095,101322.91472096651
173,32.0276217190131,28.024724833448502,101322.46503278289
174,32.016655876433425,28.033875300586192,101321.29843368292
175,32.06706230247948,28.013858188325756,101320.6258343188
176,32.027962563380385,28.072075252133093,101319.22634443038
177,32.05840976818159,27.99785719136431,101322.72602531046
178,32.06415395049217,28.033433637908477,101319.8852678629
179,32.05335825189637,28.069941822910213,101322.4060684259
180,32.024427371389955,28.029339003140926,101321.89812201115
181,32.04080542916727,28.025137946762015,101323.34191654233
182,32.031921238058956,28.021527931864995,101321.89971170157
183,32.01400867634043,28.02480948954824,101321.88785902229
184,32.03825067085582,28.055617124094585,101323.50876429983
185,32.007866637439534,27.98366807509356,101322.94215319052
186,32.05488811384283,28.058321452305297,101322.94209187999
187,32.021532386417064,27.998923385558907,101323.19973851289
188,32.034541214268835,28.02182149703914,101320.22014896825
189,32.0358801191982,28.018323914426393,101323.68605445493
190,32.02473562437045,28.038436351319636,101323.49663654318
191,32.04134995334859,27.994461485736217,101321.07967155286
192,32.01982331929362,28.03542829675964,101322.2650427092
193,32.046455585645866,28.0664340706194,101322.59837721032
194,32.001821196350605,27.998449577244983,101322.48147846671
195,32.030982405908226,28.02927448493292,101323.20961307001
196,32.06695026416537,28.012010128098158,101324.88118990547
197,32.007884744750896,28.033539012623688,101324.3818266981
198,32.014058948051684,28.02517778878155,101320.81560804261
199,32.037617242082284,28.011740708959646,101323.74152845352
200,32.03065869228612,28.0341055373747,101324.82603951487
201,32.03381033691923,28.0602147106626,101323.43680080598
202,32.03631483561898,28.020091323464435,101324.51674253064
203,32.03896153360093,28.03808818497108,101325.9220997318
204,32.048199739014805,27.997613151914653,101324.46242174692
205,32.03394335385613,28.00413740887412,101323.32372773958
206,32.0206656408866,28.03250371014092,101324.54005185756
207,32.03868863036506,28.052529258760202,101323.21215487519
208,32.06298368113762,28.029752446961083,101323.05283411432
209,32.02208475223584,28.01617413227293,101322.51176979984
210,32.005000699557186,28.022218088059095,101325.40568068097
211,32.046389206672416,27.997022909727978,101321.85434769369
212,32.02159870242322,28.033921996152884,101325.4017355358
213,31.9803140678502,28.039280780374945,101323.87393921334
214,32.04047940214736,28.012396529930562,101321.0459112548
215,32.01259026783563,28.011843482866336,101323.71684291509
216,32.02125435856153,28.02636963539037,101320.03560117274
217,32.02947512999355,28.012127160904864,101324.14395092081
218,32.02641829972367,28.019350112268885,101324.55336255925
219,32.03657238606624,28.06248011778516,101322.35658876604
220,32.01345090426107,28.01535977847057,101323.44983495446
221,32.032202245666625,28.01294977765041,101326.21492601236
222,32.01653088821331,28.006983695322244,101322.5440343642
223,32.03628189564491,28.03463796910235,101321.73304804791
224,32.03359905055611,28.015950877029336,101325.56245230453
225,32.00237107087148,28.006410748358142,101326.30218081332
226,32.042589739274455,28.045648741569728,101323.38198368088
227,32.00994316711434,28.04744076147484,101324.91157443028
228,32.036617997308724,28.006867844813772,101325.42433522776
229,32.027599038638805,27.981374691882188,101322.31594044654
230,32.05681544228046,28.03868648540598,101322.71905961288
231,32.015382930664494,28.00467586772275,101325.31048997816
232,32.01266838119851,28.034014746915258,101326.0086698594
233,32.01907075730015,27.97863543359912,101324.34225245003
234,32.013201931989414,28.035726222454265,101322.19480690546
235,32.03507267048195,27.993489080060623,101326.51153398577
236,31.986557832470528,28.03216750784013,101322.75071848698
237,31.997622496872683,28.01767884423522,101323.06052131446
238,31.997154057070485,27.998157189389815,101324.09261050938
239,32.037332088614974,28.00893927088925,101325.92604473904
240,32.05235585810952,28.030651797236693,101324.89129494037
241,32.015874074543696,28.01889014691498,101324.24798452781
242,32.01440788902807,28.0283087333638,101324.33580470407
243,32.019008409778735,28.055998874948667,101323.72116174817
244,32.04066973634456,27.985036181699773,101324.50795091204
245,31.998711654616063,28.048517564962413,101319.89108931113
246,32.02185436984816,28.018114068389238,101323.25504373213
247,32.03642092439596,27.997906229398463,101324.07630281514
248,32.02677052851724,27.989131911139907,101322.00200505179
249,32.02037362564701,28.0118133498142,101324.3220604447
250,32.03643792157612,28.033887622757753,101323.44976268808
251,31.962189001988197,28.012763778251397,101326.40342359475
252,32.02964942774052,28.045399265094993,101326.14332833531
253,32.00285029039463,27.986015312757388,101323.09852894419
254,31.979160622021002,28.01466095055666,101323.58427079016
255,32.025840385190726,27.989719995219502,101323.71274921873
256,32.042934118991916,28.021906856847483,101323.1591793352
257,32.01255813879223,28.03223953153209,101324.14206038513
258,32.034212291748624,28.005955310894457,101322.72481212975
259,32.04724957317684,27.96215622033014,101322.17888408843
260,32.04115300471455,28.01809058800194,101324.82130687029
261,32.04750619934004,28.022718689962048,101324.8438299752
262,32.029403122386924,28.021943263591716,101322.7052216626
263,32.015924365225786,28.038447607138984,101325.26675379148
264,31.982232937673338,27.992186619400428,101322.98824651947
265,32.00920899284949,28.02708886940377,101324.32712203103
266,31.99712471244261,28.03721266627873,101325.18952129847
267,32.05726929941183,27.977669837431232,101323.92008901891
268,32.01019491458221,28.019514793065678,101324.66399472149
269,32.01604028401004,28.002919411813238,101323.21848868004
270,32.02447081006876,28.011254881493645,101323.7095587575
271,32.01417941027045,28.019722256059787,101323.7064720408
272,32.04707597169389,28.002908601814,101322.90627464783
273,32.000590870698936,27.999024503944277,101323.7717416729
274,32.016806218483374,28.013108242568993,101321.7246173171
275,31.99793616052738,27.990567831016328,101323.32133840425
276,31.986257903447516,27.99048482037987,101323.6411637555
277,32.00029701913032,28.02567837016143,101323.69450033337
278,32.01166696553451,27.989005604599047,101323.7267030266
279,32.00369819829265,28.02519930633254,101324.00636965234
280,31.99831359292757,28.021017434434647,101324.82813375225
281,31.98391464920504,27.977142998636015,101325.43059260464
282,32.010259077089216,27.998002328370735,101323.15390588235
283,31.98170816325327,28.035331252535343,101322.33338158166
284,32.02688625246669,27.991722143118736,101322.58463899021
285,32.01321765923366,28.00195469540974,101323.42631874802
286,31.982302722063796,28.02038225459719,101323.63855461437
287,32.00515560377497,28.026708023747204,101323.02065304297
288,31.996183824455017,28.005909525090694,101322.24058092406
289,32.01749873273068,27.998891092331263,101323.50958280893
290,32.037813652931746,28.039190582853646,101324.4748125737
291,31.973391696580926,28.045423956162903,101325.10402699918
292,32.01308725904302,28.030126781007564,101323.38406102885
293,32.00747675171771,28.01216051182363,101323.60931541026
294,32.02399994727668,27.99419422750512,101322.8472860058
295,32.01473187375444,27.9936569029388,101324.19860188176
296,31.995324396799766,28.020623170725568,101322.98145173737
297,32.003879583353054,28.018448791328733,101325.12202837183
298,31.99423804963691,28.03802157019253,101321.5916878069
299,32.031577630116686,28.022908197199285,101323.73910386475
300,32.010383646647014,27.97974800444928,101324.73818114185
301,32.04788214946715,28.03075978869205,101324.57015558232
302,32.00854702739611,27.989671653024846,101328.34175086704
303,31.995494992287007,28.00186626547571,101324.83461082217
304,31.979292690046584,28.01446330928892,101322.81145410723
305,31.97340899135311,28.049287050974836,101324.18188059336
306,31.977694820183885,28.07148724300592,101321.6681651006
307,32.01462676399172,28.021339271455844,101324.21901020966
308,32.01936635179441,28.005457577019374,101323.09761948748
309,31.97747657684028,28.019729075333004,101325.72750213272
310,32.02691060676023,28.026710270877306,101323.53723975141
311,31.99925897003439,28.002462750111572,101324.19345591177
312,32.01176729392365,28.0447000035711,101323.42224469467
313,32.04098797201566,28.013317592395502,101326.99075806639
314,32.02659334589771,28.018592160102507,101323.90744023355
315,32.00319981241529,28.021877618301996,101327.14488789676
316,31.990661303707796,28.01691340778468,101325.62395336136
317,31.965364411554106,28.025183728863016,101325.13242545747
318,31.993934064639387,27.995983793030103,101324.9689518122
319,32.004011769411264,27.997087447929538,101325.01300264554
320,31.988408850252654,27.98617570670718,101321.5371811153
321,32.005446183312564,28.016894800275,101324.01667764634
322,32.00952804931131,28.0236101598496,101325.70898269415
323,32.00341438012152,28.017114204978256,101324.37407397926
324,31.99483272740333,28.041376571950302,101322.34574078085
325,32.01112793500568,28.007703430334704,101324.38095720511
326,32.016516492594896,28.021119457152274,101327.02169376408
327,31.985793303866178,27.985840519902755,101326.34177868778
328,32.03574429895636,27.999863091024828,101324.38427547035
329,32.00547900723355,28.021447016398163,101325.91023123609
330,32.007753625939145,28.02445010247004,101323.93900880532
331,32.02146752321588,28.00152113750954,101321.93861085545
332,32.01189488897607,28.005901519247143,101323.11330573517
333,32.026221353691795,27.976909663251075,101326.84986262336
334,32.01282987484836,28.00006078866302,101324.1000035547
335,31.994768123327358,28.02494386560287,101324.1513205434
336,32.01417712229307,28.01857572208078,101324.07198284834
337,31.98400340332228,28.01702094004802,101327.38322961234
338,32.008980685062454,28.007939682372363,101326.97118929366
339,32.006077135567025,28.007022628715152,101327.86558971602
340,32.00251231684661,27.993612668378773,101324.30396288617
341,32.0040374898464,28.020733948763084,101324.99102229255
342,31.968905506077853,28.015115686902643,101322.27762073874
343,31.99550288999976,28.01647600604162,101326.77292996846
344,32.00826983508839,27.996054881698196,101322.81074814209
345,32.00954625511556,27.963449213063893,101324.89241593124
346,31.985732449585154,28.02840015712817,101322.92608048463
347,32.03153756294951,27.996821918853254,101323.69346289062
348,31.98883798524226,27.989085246592058,101323.32554608678
349,32.02548931844478,28.020152958044214,101323.67425177034
350,32.0145833639219,27.998386264231737,101323.78195443099
351,31.993054836690508,28.02736889652696,101323.77275857869
352,32.041426104885765,28.01845444958829,101325.84963594358
353,31.981988246538275,28.019730384131552,101322.94676476288
354,32.02418574888864,27.97868505126138,101324.93924608744
355,32.025756574291705,28.0301887092264,101326.4396993278
356,31.9922753607613,28.011120995901475,101323.84724489722
357,32.033480476737346,27.99845708552486,101323.54439267292
358,32.00057420935907,28.008657523554785,101324.27966887919
359,32.01129353867025,27.97021265394351,101326.39918219691
360,32.01067118126488,28.013858493389755,101324.92484866866
361,32.00272419454386,27.985046555429246,101323.84091339391
362,32.02157270076172,27.978529593930613,101325.36755270165
363,32.021173011292824,27.975085291385827,101322.99225815877
364,31.970279829328373,28.027736175305183,101325.67165056622
365,32.03128503061331,27.992847525721402,101325.26639392084
366,31.97189666278456,28.03605818257776,101324.19559913098
367,32.025746218076165,27.994618878833588,101323.4032197108
368,32.027578697703596,27.97113946956251,101323.33482175569
369,31.98317507180415,27.9829082974496,101325.4707724965
370,31.996728419534975,28.029907609143443,101326.51567967793
371,31.98278141128461,28.002026432721657,101323.71986926744
372,32.00054837296336,27.99413209504731,101325.36699288579
373,31.998637881483628,28.00825207150298,101321.55241466599
374,32.02034403127165,28.015041645217398,101323.80953181958
375,32.0309097240936,28.027308664041293,101324.64333452872
376,32.032570424290775,28.033885779527314,101323.32882403348
377,31.993367052125876,27.99767593548673,101323.29197796919
378,32.000380100810126,27.978306270744167,101323.6984191289
379,31.97085035652581,27.996514236253557,101325.1416914618
380,31.988356753041305,28.00994585995446,101324.42568613005
381,32.02372666845336,27.985422173404253,101321.35257388328
382,32.03669721664982,27.985511823949803,101321.53207576727
383,31.97965494568837,28.011488474898293,101323.80599807552
384,31.992449435085963,28.00359792647441,101325.40596054187
385,32.0037278321485,28.00518554742158,101320.60127358066
386,32.009816823081,27.989318709177184,101323.97600150667
387,31.987979603486608,27.99983998090745,101323.93925703497
388,32.012611385925624,27.985923079232016,101326.81413403297
389,31.994612282266168,28.022171821544415,101324.15706006122
390,32.003759336871596,28.025033312203036,101325.31200890237
391,32.01493378517241,27.96736539816575,101324.95231137726
392,32.0040966643451,27.98566012258671,101321.54744414275
393,31.995201016700086,27.974281290338972,101325.8984411903
394,32.00169744687056,27.99117328049413,101325.07203028417
395,32.00208368117097,28.002467228469108,101325.5141126502
396,31.996412402260678,27.975105653973124,101330.64380976159
397,31.99859876537369,27.98562427133293,101321.63099698922
398,32.03571007127764,27.98394556504294,101327.34689458988
399,32.01491833178279,28.00813363658484,101324.3313319044
400,31.997753521417167,28.005339083862893,101325.19612078747
401,32.01756576713757,27.98948167981084,101324.69945431336
402,31.996914203192777,28.00741740574999,101324.13393475517
403,32.02701735874246,27.992912264790117,101323.91807807721
404,32.01091233832708,27.998377960292398,101325.26960074095
405,32.00133843204782,28.03724561528796,101322.50205952424
406,32.01240414233927,28.030551617616528,101325.90614382227
407,31.971997954660125,27.977716904232,101324.15841133858
408,31.980846143752345,28.020269616210076,101323.08999998521
409,31.979469346583738,28.01986964154271,101324.11245922398
410,32.006173396975626,27.980643488248088,101326.67555061598
411,32.03793185489496,28.019951648714688,101323.98914649231
412,32.04787490581224,28.03430237157144,101325.33212622143
413,32.01597759779333,27.98106076731443,101323.7002826745
414,32.013201459799795,27.985129827477277,101325.93584605999
415,31.967131728613914,28.023801621288367,101325.82944627073
416,31.99226803558932,28.008847091214978,101327.57629474458
417,31.987334776986614,28.014415785964154,101324.54220813431
418,31.99064274954832,28.010167400106436,101325.81068481173
419,31.99966638060291,28.011139166841577,101324.95692872527
420,31.993557303810157,27.976765713317192,101326.75573642176
421,31.9633832774601,28.024211689805053,101323.73575828166
422,32.01789793402333,28.026627585174698,101325.93356998416
423,31.981455617594886,27.99861868752042,101324.52604851378
424,32.00766645565085,28.002307945483164,101324.72382217774
425,32.044334500176795,27.972526579109818,101324.95972094593
426,31.984436768650305,28.013405329190125,101325.20241862562
427,31.95219060617574,28.014533145685245,101324.65165855657
428,31.997048447979697,28.00182019483086,101325.14999450483
429,32.02476017775945,28.02552335391428,101327.19700318115
430,32.041880660886854,27.996327264577808,101326.30988097865
431,31.9780957180298,28.014273698859448,101326.13729791717
432,32.012593961173216,27.982561311125195,101324.15209576998
433,31.993327300362417,28.00245681662234,101323.5033625267
434,32.000488338554604,27.9994142781961,101326.27197322038
435,32.05546822945644,28.007381265293045,101326.15487131181
436,31.972496270962,27.995458549387404,101327.05156622226
437,32.007605041343496,28.000193852625927,101323.93832891808
438,32.01185893515952,28.01931869787603,101324.50169729997
439,32.02419587234288,27.99403715083125,101322.38849545515
440,32.00441513105003,27.970615803818536,101324.26069765579
441,32.008592046456066,28.037714161229655,101326.34592410445
442,31.994573875108507,28.030326927031748,101324.15297090662
443,32.00776543675946,27.97682817683219,101325.8150611215
444,31.995495342194005,28.016443393061778,101324.57019624021
445,32.0147671511912,27.992565766715128,101325.34362812803
446,31.99492026593662,28.007871248567366,101323.13757959993
447,32.009831471048145,28.00846244397744,101324.9884875649
448,32.00168142635723,27.997866475583393,101320.37550893889
449,32.02476513377736,27.986856199598574,101324.58339115187
450,32.00119392483588,27.988697782401946,101322.41953119445
451,31.966739042671026,27.984162063000642,101326.67572186865
452,32.02741623474799,27.985826960455455,101326.03431370357
453,31.984041489197296,28.001097545717435,101325.56966545651
454,31.98905935453773,27.988103820380708,101327.1526085418
455,31.990200214995898,28.016038170042073,101323.44914872346
456,32.029581173652105,28.032120358510618,101327.49497686722
457,31.959358107663952,27.990752873570905,101326.2736124183
458,32.06480594993248,28.007120725945118,101324.52186975049
459,32.023151707855995,28.012305228457738,101326.58149528947
460,32.00647514543151,28.01173065302387,101323.2199721336
461,32.000892483649245,28.00378898362533,101323.64397360594
462,32.00768164070939,28.017102984890265,101323.96917798636
463,32.01237340038806,28.01187395972961,101324.0898991718
464,32.014835851244506,27.97745556059692,101323.29981803299
465,32.01302440970618,28.01957194124618,101326.72055362067
466,32.00368490610544,28.019914828514118,101324.49890785941
467,31.997927685499256,27.986883660754003,101325.41719342503
468,31.998830337104344,28.00288868825149,101324.03414166196
469,31.997939171624196,28.01577723613233,101322.15998287855
470,32.02449445735768,27.997905279053704,101325.29717951396
471,32.01367208996211,28.023532188426802,101322.02490333833
472,31.9429752630164,28.049331320682764,101324.79151388268
473,32.014883309738536,27.986315563199128,101322.84315851476
474,32.00564245313147,27.97439597305664,101327.87769830787
475,32.00135616391171,28.00807498498392,101326.26496888549
476,31.99394275281772,28.01641177630222,101325.05768338034
477,32.02417833043171,27.997345275531657,101326.79572813834
478,32.02062972903596,28.03101005528354,101323.63179725905
479,31.986204938119915,27.975155125763077,101325.71758120779
480,32.0097869951523,28.01576817323587,101325.20315665069
481,31.982196437248714,27.989775301213616,101325.30053806149
482,31.974020994132044,28.036262949013988,101326.81409333974
483,31.989062959761387,28.041708726206306,101326.00534473483
484,32.018829280257975,27.986508469229793,101325.34072403584
485,32.02062817641737,27.99083379230928,101322.42632794542
486,32.01181180518017,28.01900017763116,101323.46959893823
487,32.016036588794535,27.994049441217097,101324.72660310999
488,32.01184296854781,28.000867612280246,101325.05171217208
489,31.98867465259054,28.002267534240108,101323.21732421685
490,32.01012776750766,27.963350377331874,101328.53111022388
491,32.01748268817082,28.001451304280543,101327.1891410327
492,32.01654565276563,27.987917865283542,101325.81867162019
493,32.025223568085764,27.99183446740258,101325.02448318839
494,32.015596996618484,28.030554207248308,101324.59903788082
495,32.008445645936646,27.97653621159515,101323.4903868812
496,32.022805590332844,28.017915373233283,101325.03538849368
497,32.00085820442197,27.996057067378768,101325.30668969138
498,31.983737319486945,27.996026314337055,101323.05830331409
499,31.99809979361957,28.01741428136022,101325.42308233924
500,31.98644953650369,28.008393327860674,101324.68979302396
